source,result,postal_code,country,country_iso_code,federal_district,region_fias_id,region_kladr_id,region_iso_code,region_with_type,region_type,region_type_full,region,area_fias_id,area_kladr_id,area_with_type,area_type,area_type_full,area,city_fias_id,city_kladr_id,city_with_type,city_type,city_type_full,city,city_area,city_district_fias_id,city_district_kladr_id,city_district_with_type,city_district_type,city_district_type_full,city_district,settlement_fias_id,settlement_kladr_id,settlement_with_type,settlement_type,settlement_type_full,settlement,street_fias_id,street_kladr_id,street_with_type,street_type,street_type_full,street,house_fias_id,house_kladr_id,house_cadnum,house_type,house_type_full,house,block_type,block_type_full,block,entrance,floor,flat_fias_id,flat_cadnum,flat_type,flat_type_full,flat,flat_area,square_meter_price,flat_price,postal_box,fias_id,fias_code,fias_level,fias_actuality_state,kladr_id,capital_marker,okato,oktmo,tax_office,tax_office_legal,timezone,geo_lat,geo_lon,beltway_hit,beltway_distance,qc_geo,qc_complete,qc_house,qc,unparsed_parts,metro,med_id_1,med_id_1_division_data_id,med_id_1_name_full,med_id_1_name_short,med_id_1_division_name,med_id_1_division_house_fias,med_id_1_division_house_geo_lat,med_id_1_division_house_geo_lot,med_id_1_division_qc_geo,med_id_1_division_type,med_id_1_division_zone,,uchastok,color
Челябинск Челябинск Курчатова 2 ,г Челябинск, ул Курчатова, д 2,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,b6016d76-9a0a-4e9c-b598-a90b4f636ff0,"7,40000010000496E+018",,д,дом,2,,,,,,,,,,,,42938,,,b6016d76-9a0a-4e9c-b598-a90b4f636ff0,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1476163,61.3976688,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 4 ,г Челябинск, ул Курчатова, д 4,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,46ffde4c-59a6-4974-8895-b2ffda82e367,"7,40000010000496E+018",,д,дом,4,,,,,,,,,,,,48649,,,46ffde4c-59a6-4974-8895-b2ffda82e367,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1477389,61.3963707,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 6 ,г Челябинск, ул Курчатова, д 6,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,d1ba616e-9fe4-4a91-9d65-bcd39a0b6476,"7,40000010000496E+018",74:36:0406001:265,д,дом,6,,,,,,,,,,,,,,,d1ba616e-9fe4-4a91-9d65-bcd39a0b6476,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1477306,61.3955214,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 8 ,г Челябинск, ул Курчатова, д 8,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,13842e3a-0446-4441-bb76-7641958fd11c,"7,40000010000496E+018",,д,дом,8,,,,,,,,,,,,52075,,,13842e3a-0446-4441-bb76-7641958fd11c,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1484365,61.3951928,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 10 ,г Челябинск, ул Курчатова, д 10,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,1a75a7d2-f447-4480-8e79-6936e15d9f0b,"7,40000010000496E+018",,д,дом,10,,,,,,,,,,,,50924,,,1a75a7d2-f447-4480-8e79-6936e15d9f0b,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1486121,61.3937793,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 12 ,г Челябинск, ул Курчатова, д 12,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,6573e373-71c9-401f-a709-a7b3feba60bd,"7,40000010000496E+018",,д,дом,12,,,,,,,,,,,,,,,6573e373-71c9-401f-a709-a7b3feba60bd,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.148719,61.3929442,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 14 ,г Челябинск, ул Курчатова, д 14,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,d46eb66a-bd29-4af2-a560-faf7ba7d6425,"7,40000010000496E+018",,д,дом,14,,,,,,,,,,,,53954,,,d46eb66a-bd29-4af2-a560-faf7ba7d6425,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1493769,61.3927334,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 8Б,г Челябинск, ул Курчатова, д 8Б,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,1f1fab18-5973-4e23-a4b2-c377383f0b1b,"7,40000010000496E+018",74:36:0406001:2580,д,дом,8Б,,,,,,,,,,,,76533,,,1f1fab18-5973-4e23-a4b2-c377383f0b1b,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1483228,61.3939279,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),21,fuchsia
Челябинск Челябинск Курчатова 12Б,г Челябинск, ул Курчатова, д 12Б,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,,,,д,дом,12Б,,,,,,,,,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,4000001E+022",7,0,"7,40000010000496E+016",2,75401376000,75701370,7451,7451,UTC+5,55.1492715,61.3937208,,,1,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Курчатова 62,г Челябинск, ул Курчатова, д 62,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,,,,д,дом,62,,,,,,,,,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,4000001E+022",7,0,"7,40000010000496E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1495624,61.3902383,,,2,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Васенко 100 ,г Челябинск, ул Васенко, д 100,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,0c7a589c-4681-4332-b5a8-13b2d750fbd6,"7,4000001000015E+016",ул Васенко,ул,улица,Васенко,fa93fa63-880c-4525-8ffb-3edbae16c1a8,"7,4000001000015E+018",,д,дом,100,,,,,,,,,,,,70856,,,fa93fa63-880c-4525-8ffb-3edbae16c1a8,"7,4000001E+022",8,0,"7,4000001000015E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1592247,61.3959371,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Ленина 59 ,г Челябинск, пр-кт Ленина, д 59,454091,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,688e3a10-7255-401a-a108-66e497055190,"7,40000010000508E+016",пр-кт Ленина,пр-кт,проспект,Ленина,aca95214-6b76-45f0-a428-2ac0dfd5fcc9,"7,40000010000508E+018",74:36:0502020:450,д,дом,59,,,,,,,,,,,,,,,aca95214-6b76-45f0-a428-2ac0dfd5fcc9,"7,4000001E+022",8,0,"7,40000010000508E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1598217,61.3964508,,,0,9,2,3,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Ленина 61 ,г Челябинск, пр-кт Ленина, д 61,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,688e3a10-7255-401a-a108-66e497055190,"7,40000010000508E+016",пр-кт Ленина,пр-кт,проспект,Ленина,7b474512-f440-448e-b54d-9406e092ee0e,"7,40000010000508E+018",,д,дом,61,,,,,,,,,,,,54653,,,7b474512-f440-448e-b54d-9406e092ee0e,"7,4000001E+022",8,0,"7,40000010000508E+018",2,75401386000,75701390,7453,7453,UTC+5,55.159721,61.3949614,,,0,9,2,3,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Ленина 63 ,г Челябинск, пр-кт Ленина, д 63,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,688e3a10-7255-401a-a108-66e497055190,"7,40000010000508E+016",пр-кт Ленина,пр-кт,проспект,Ленина,bc4db101-2e2e-4740-b2de-0709c2303ecf,"7,40000010000508E+018",,д,дом,63,,,,,,,,,,,,,,,bc4db101-2e2e-4740-b2de-0709c2303ecf,"7,4000001E+022",8,0,"7,40000010000508E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1598142,61.3928295,,,0,9,2,3,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Ленина 65 ,г Челябинск, пр-кт Ленина, д 65,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,688e3a10-7255-401a-a108-66e497055190,"7,40000010000508E+016",пр-кт Ленина,пр-кт,проспект,Ленина,e75dc308-5aa7-4fd8-bdd4-6139a3835389,"7,40000010000508E+018",,д,дом,65,,,,,,,,,,,,,,,e75dc308-5aa7-4fd8-bdd4-6139a3835389,"7,4000001E+022",8,0,"7,40000010000508E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1597181,61.391449,,,0,9,2,3,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Ленина 61А,г Челябинск, пр-кт Ленина, д 61А,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,688e3a10-7255-401a-a108-66e497055190,"7,40000010000508E+016",пр-кт Ленина,пр-кт,проспект,Ленина,b7b80d9b-bc4d-4ab0-85c2-760d3c99b1c2,"7,40000010000508E+018",,д,дом,61А,,,,,,,,,,,,,,,b7b80d9b-bc4d-4ab0-85c2-760d3c99b1c2,"7,4000001E+022",8,0,"7,40000010000508E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1593005,61.3950799,,,0,9,2,3,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Красная 69 ,г Челябинск, ул Красная, д 69,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,223abca7-b997-4737-a6ca-e064027d352a,"7,40000010000454E+016",ул Красная,ул,улица,Красная,4e37abb8-b4e4-4eb1-87ef-4ce882efa78c,"7,40000010000454E+018",74:36:0508011:64,д,дом,69,,,,,,,,,,,,49711,,,4e37abb8-b4e4-4eb1-87ef-4ce882efa78c,"7,4000001E+022",8,0,"7,40000010000454E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1589832,61.3940261,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Сони Кривой 24 ,г Челябинск, ул Сони Кривой, д 24,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,87df40eb-5d45-429d-aafc-09f64afe56a3,"7,40000010000478E+018",74:36:0508012:302,д,дом,24,,,,,,,,,,,,63158,,,87df40eb-5d45-429d-aafc-09f64afe56a3,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1583798,61.3964774,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Сони Кривой 26 ,г Челябинск, ул Сони Кривой, д 26,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,eb69c327-dc66-4dd4-912e-724888acd39a,"7,40000010000478E+018",,д,дом,26,,,,,,,,,,,,61614,,,eb69c327-dc66-4dd4-912e-724888acd39a,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1583144,61.3954117,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Сони Кривой 28 ,г Челябинск, ул Сони Кривой, д 28,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,5c22fa9d-6fbb-4968-bad0-009adcb3ac21,"7,40000010000478E+018",,д,дом,28,,,,,,,,,,,,73165,,,5c22fa9d-6fbb-4968-bad0-009adcb3ac21,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1581249,61.3933273,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Сони Кривой 30 ,г Челябинск, ул Сони Кривой, д 30,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,5b6aa696-6e1c-4af9-9394-52b9baa7321e,"7,40000010000478E+018",74:36:0507009:165,д,дом,30,,,,,,,,,,,,54901,,,5b6aa696-6e1c-4af9-9394-52b9baa7321e,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1581265,61.3914371,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Сони Кривой 32 ,г Челябинск, ул Сони Кривой, Д 32,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,9073effc-1f53-40c0-b5f8-e8d4fa408459,"7,40000010000478E+016",ул Сони Кривой,ул,улица,Сони Кривой,5b6aa696-6e1c-4af9-9394-52b9baa7321e,"7,40000010000478E+018",74:36:0507009:165,д,дом,32,,,,,,,,,,,,54901,,,5b6aa696-6e1c-4af9-9394-52b9baa7321e,"7,4000001E+022",8,0,"7,40000010000478E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1581265,61.3914371,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),22,orchid
Челябинск Челябинск Воровского 26А,г Челябинск, ул Воровского, д 26А,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,70d22483-7d18-4ba4-8b49-6621c77b304d,"7,40000010000188E+018",,д,дом,26А,,,,,,,,,,,,55818,,,70d22483-7d18-4ba4-8b49-6621c77b304d,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401386000,75701390,7453,7453,UTC+5,55.152646,61.3877645,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),23,blueviolet
